iter	Passed	Remaining
628	6103	3599
629	6112	3589
630	6121	3579
631	6130	3569
632	6140	3559
633	6149	3549
634	6158	3540
635	6168	3530
636	6177	3520
637	6186	3510
638	6195	3500
639	6204	3490
640	6213	3480
641	6223	3470
642	6232	3460
643	6241	3450
644	6251	3440
645	6260	3430
646	6270	3420
647	6279	3410
648	6288	3400
649	6297	3390
650	6307	3381
651	6317	3371
652	6326	3361
653	6335	3352
654	6345	3342
655	6354	3332
656	6364	3322
657	6374	3313
658	6383	3303
659	6393	3293
660	6403	3284
661	6413	3274
662	6423	3264
663	6432	3254
664	6442	3245
665	6451	3235
666	6461	3225
667	6470	3215
668	6479	3206
669	6489	3196
670	6499	3186
671	6508	3176
672	6518	3167
673	6527	3157
674	6541	3149
675	6556	3142
676	6567	3133
677	6576	3123
678	6587	3114
679	6597	3104
680	6607	3095
681	6617	3085
682	6627	3076
683	6637	3066
684	6646	3056
685	6656	3047
686	6666	3037
687	6676	3027
688	6686	3018
689	6696	3008
690	6705	2998
691	6715	2989
692	6726	2979
693	6735	2969
694	6745	2960
695	6754	2950
696	6764	2940
697	6774	2930
698	6783	2921
699	6793	2911
700	6802	2901
701	6812	2891
702	6821	2881
703	6832	2872
704	6842	2863
705	6852	2853
706	6862	2843
707	6871	2834
708	6881	2824
709	6890	2814
710	6899	2804
711	6909	2795
712	6919	2785
713	6928	2775
714	6939	2765
715	6948	2755
716	6957	2746
717	6966	2736
718	6975	2726
719	6985	2716
720	6994	2706
721	7003	2696
722	7013	2687
723	7022	2676
724	7031	2667
725	7040	2657
726	7049	2647
727	7058	2637
728	7067	2627
729	7076	2617
730	7086	2607
731	7095	2597
732	7104	2587
733	7113	2578
734	7123	2568
735	7132	2558
736	7142	2548
737	7151	2538
738	7160	2529
739	7170	2519
740	7180	2509
741	7189	2499
742	7198	2489
743	7207	2480
744	7216	2470
745	7226	2460
746	7234	2450
747	7243	2440
748	7253	2430
749	7262	2420
750	7272	2411
751	7281	2401
752	7290	2391
753	7300	2381
754	7309	2371
755	7319	2362
756	7328	2352
757	7338	2342
758	7348	2333
759	7358	2323
760	7369	2314
761	7378	2304
762	7388	2294
763	7398	2285
764	7408	2275
765	7418	2266
766	7428	2256
767	7438	2247
