iter	Passed	Remaining
550	5261	4287
551	5270	4277
552	5279	4267
553	5289	4258
554	5298	4248
555	5307	4238
556	5316	4228
557	5326	4219
558	5335	4209
559	5345	4200
560	5355	4190
561	5365	4181
562	5375	4172
563	5384	4162
564	5394	4153
565	5403	4143
566	5414	4134
567	5423	4125
568	5433	4115
569	5443	4106
570	5452	4096
571	5461	4086
572	5471	4077
573	5480	4067
574	5490	4058
575	5500	4048
576	5509	4039
577	5520	4030
578	5529	4020
579	5538	4010
580	5547	4001
581	5557	3991
582	5566	3981
583	5576	3972
584	5586	3963
585	5595	3953
586	5605	3944
587	5615	3935
588	5625	3925
589	5634	3915
590	5645	3906
591	5655	3897
592	5664	3887
593	5673	3877
594	5682	3867
595	5691	3858
596	5701	3848
597	5711	3839
598	5720	3829
599	5729	3819
600	5739	3810
601	5748	3800
602	5758	3791
603	5768	3781
604	5778	3772
605	5789	3763
606	5798	3754
607	5808	3745
608	5818	3735
609	5828	3726
610	5838	3717
611	5847	3707
612	5857	3697
613	5866	3688
614	5876	3678
615	5885	3668
616	5894	3659
617	5904	3649
618	5913	3639
619	5922	3630
620	5931	3620
621	5941	3610
622	5950	3600
623	5959	3591
624	5969	3581
625	5978	3571
626	5987	3561
627	5996	3552
628	6005	3542
629	6014	3532
630	6024	3522
631	6033	3512
632	6042	3503
633	6051	3493
634	6060	3483
635	6069	3473
636	6079	3464
637	6088	3454
638	6101	3447
639	6118	3441
640	6130	3433
641	6141	3424
642	6150	3414
643	6160	3405
644	6169	3395
645	6179	3386
646	6188	3376
647	6198	3366
648	6207	3356
649	6216	3347
650	6227	3338
651	6236	3328
652	6245	3319
653	6255	3309
654	6265	3300
655	6275	3290
656	6285	3281
657	6295	3271
658	6304	3262
659	6314	3252
660	6324	3243
661	6333	3233
662	6343	3224
663	6352	3214
664	6362	3205
665	6372	3195
666	6381	3186
667	6391	3176
668	6400	3166
669	6410	3157
670	6419	3147
671	6430	3138
672	6440	3129
673	6449	3119
674	6459	3110
675	6468	3100
676	6478	3091
677	6488	3081
678	6497	3071
679	6507	3062
680	6517	3052
681	6526	3042
682	6535	3033
683	6545	3023
684	6554	3013
685	6563	3004
686	6573	2995
687	6583	2985
688	6593	2976
689	6602	2966
690	6612	2956
691	6621	2947
692	6631	2937
693	6641	2928
694	6650	2918
695	6659	2908
696	6669	2899
697	6678	2889
698	6688	2880
699	6698	2870
700	6707	2861
701	6717	2851
702	6727	2842
703	6737	2832
704	6747	2823
705	6756	2813
706	6766	2804
707	6775	2794
708	6785	2785
709	6794	2775
710	6804	2765
711	6813	2755
712	6822	2746
713	6831	2736
714	6841	2726
715	6850	2717
716	6860	2707
717	6869	2698
718	6879	2688
719	6888	2679
720	6898	2669
721	6907	2659
722	6916	2649
723	6926	2640
724	6935	2630
725	6944	2620
726	6953	2611
727	6963	2601
728	6972	2591
729	6981	2582
730	6990	2572
731	6999	2562
732	7009	2553
733	7018	2543
734	7027	2533
735	7037	2524
736	7046	2514
737	7056	2505
738	7066	2495
739	7075	2485
740	7092	2479
741	7107	2471
742	7118	2462
743	7128	2452
744	7138	2443
745	7147	2433
746	7156	2423
747	7166	2414
748	7175	2404
749	7185	2395
750	7194	2385
751	7204	2375
752	7213	2366
753	7223	2356
754	7232	2346
755	7242	2337
756	7252	2327
757	7262	2318
758	7272	2309
759	7282	2299
760	7292	2290
761	7301	2280
762	7311	2270
763	7320	2261
764	7330	2251
765	7340	2242
766	7350	2232
767	7359	2223
768	7368	2213
769	7378	2203
770	7388	2194
771	7397	2184
772	7407	2175
773	7416	2165
774	7426	2156
775	7436	2146
776	7446	2137
777	7455	2127
778	7465	2117
779	7475	2108
780	7484	2098
781	7493	2089
782	7503	2079
783	7513	2069
784	7524	2060
785	7533	2051
786	7543	2041
787	7552	2032
788	7562	2022
789	7572	2013
790	7582	2003
791	7591	1993
792	7601	1984
793	7610	1974
794	7620	1965
795	7629	1955
796	7638	1945
797	7648	1936
798	7658	1926
799	7668	1917
800	7677	1907
801	7687	1897
802	7697	1888
803	7707	1878
804	7717	1869
805	7728	1860
806	7738	1850
807	7747	1841
808	7757	1831
809	7766	1821
810	7776	1812
811	7786	1802
812	7796	1793
813	7806	1783
814	7815	1774
815	7825	1764
816	7835	1755
817	7845	1745
818	7854	1735
819	7863	1726
820	7873	1716
821	7882	1706
822	7892	1697
823	7902	1687
824	7911	1678
825	7921	1668
826	7931	1659
827	7940	1649
828	7949	1639
829	7959	1630
830	7969	1620
831	7978	1611
832	7987	1601
833	7997	1591
